0,2,129,32,0,0,1,61,326832
0,2,125,27,0,0,1,56,300502
0,2,134,32,0,0,1,53,284599
0,2,137,26,0,0,1,33,179098
0,2,135,30,0,0,1,31,168463
0,2,131,32,1,0,0,11,58609
0,2,133,19,1,0,0,19,100623
0,2,136,27,1,0,0,22,116600
0,2,132,25,1,0,0,24,127127
0,2,126,34,1,0,0,36,190655
0,2,130,32,1,0,0,37,195888
0,2,140,27,1,0,0,47,248593
0,2,123,20,1,0,0,48,253777
0,2,128,34,1,0,0,77,407127
0,2,127,30,1,0,1,91,485249
0,2,138,28,1,0,1,79,421942
0,2,139,26,1,0,1,68,363898
0,2,124,28,1,0,1,65,348003
0,2,129,32,1,0,1,61,326832
0,2,125,27,1,0,1,56,300502
0,2,134,32,1,0,1,53,284599
0,2,137,26,1,0,1,33,179098
0,2,135,30,1,0,1,31,168463
0,3,148,20,0,0,0,4,21453
0,3,150,25,0,0,0,25,132407
0,3,146,25,0,0,0,29,153537
0,3,147,20,0,0,0,43,227381
0,3,153,27,0,0,0,53,280286
0,3,154,28,0,0,1,97,516976
0,3,144,20,0,0,1,93,495986
0,3,151,27,0,0,1,76,406114
0,3,143,34,0,0,1,75,400697
0,3,145,25,0,0,1,70,374462
0,3,149,20,0,0,1,59,316472
0,3,141,34,0,0,1,54,289818
0,3,152,26,0,0,1,50,268852
0,3,148,20,1,0,0,4,21453
0,3,150,25,1,0,0,25,132407
0,3,146,25,1,0,0,29,153537
0,3,147,20,1,0,0,43,227381
0,3,153,27,1,0,0,53,280286
0,3,154,28,1,0,1,97,516976
0,3,144,20,1,0,1,93,495986
0,3,151,27,1,0,1,76,406114
0,3,143,34,1,0,1,75,400697
0,3,145,25,1,0,1,70,374462
0,3,149,20,1,0,1,59,316472
0,3,141,34,1,0,1,54,289818
0,3,152,26,1,0,1,50,268852
0,4,157,25,0,0,0,1,5701
0,4,155,18,0,0,0,4,21405
0,4,165,28,0,0,0,5,26858
0,4,164,32,0,0,0,44,232841
0,4,163,20,0,0,0,48,253767
0,4,156,25,0,0,1,97,517040
0,4,142,23,0,0,1,79,422015
0,4,158,30,0,0,1,64,342682
0,4,161,29,0,0,1,47,252951
0,4,159,22,0,0,1,27,147466
0,4,157,25,1,0,0,1,5701
0,4,155,18,1,0,0,4,21405
0,4,165,28,1,0,0,5,26858
0,4,164,32,1,0,0,44,232841
0,4,163,20,1,0,0,48,253767
0,4,156,25,1,0,1,97,517040
0,4,142,23,1,0,1,79,422015
0,4,158,30,1,0,1,64,342682
0,4,161,29,1,0,1,47,252951
0,4,159,22,1,0,1,27,147466
0,5,171,20,0,0,0,3,16168
0,5,170,23,0,0,0,25,132380
0,5,175,34,0,0,0,27,143118
0,5,167,25,0,0,0,29,153538
0,5,174,34,0,0,0,31,164240
0,5,168,26,0,0,0,35,185234
0,5,166,32,0,0,0,70,370143
0,5,172,25,0,0,1,90,480074
0,5,173,25,0,0,1,89,474799
0,5,169,32,0,0,1,82,437704
0,5,162,21,0,0,1,79,422064
0,5,176,34,0,0,1,28,152568
0,5,171,20,1,0,0,3,16168
0,5,170,23,1,0,0,25,132380
0,5,175,34,1,0,0,27,143118
0,5,167,25,1,0,0,29,153538
0,5,174,34,1,0,0,31,164240
0,5,168,26,1,0,0,35,185234
0,5,166,32,1,0,0,70,370143
0,5,172,25,1,0,1,90,480074
0,5,173,25,1,0,1,89,474799
0,5,169,32,1,0,1,82,437704
0,5,162,21,1,0,1,79,422064
0,5,176,34,1,0,1,28,152568
0,6,160,16,0,0,0,4,21376
0,6,187,32,0,0,0,21,111408
0,6,184,30,0,0,0,36,190584
0,6,191,28,0,0,0,38,201091
0,6,180,21,0,0,0,43,227404
0,6,189,28,0,0,0,45,238058
0,6,183,27,0,0,0,51,269732
0,6,179,29,0,0,0,68,359542
0,6,188,22,0,0,1,93,495953
0,6,178,32,0,0,1,91,485208
0,6,185,29,0,0,1,80,427199
0,6,182,19,0,0,1,79,422104
0,6,181,25,0,0,1,54,289983
0,6,177,23,0,0,1,51,274164
0,6,190,23,0,0,1,26,142185
0,6,160,16,1,0,0,4,21376
0,6,187,32,1,0,0,21,111408
0,6,184,30,1,0,0,36,190584
0,6,191,28,1,0,0,38,201091
0,6,180,21,1,0,0,43,227404
0,6,189,28,1,0,0,45,238058
0,6,183,27,1,0,0,51,269732
0,6,179,29,1,0,0,68,359542
0,6,188,22,1,0,1,93,495953
0,6,178,32,1,0,1,91,485208
0,6,185,29,1,0,1,80,427199
0,6,182,19,1,0,1,79,422104
0,6,181,25,1,0,1,54,289983
0,6,177,23,1,0,1,51,274164
0,6,190,23,1,0,1,26,142185
0,7,196,29,0,0,0,11,58574
0,7,192,32,0,0,0,16,85030
0,7,186,21,0,0,0,25,132347
0,7,195,25,0,0,0,32,169396
0,7,194,27,0,0,0,35,185266
0,7,193,21,0,0,0,43,227378
0,7,198,29,0,0,0,59,312009
0,7,197,32,0,0,1,92,490505
0,7,201,29,0,0,1,78,416638
0,7,200,28,0,0,1,69,369129
0,7,196,29,1,0,0,11,58574
0,7,192,32,1,0,0,16,85030
0,7,186,21,1,0,0,25,132347
0,7,195,25,1,0,0,32,169396
0,7,194,27,1,0,0,35,185266
0,7,193,21,1,0,0,43,227378
0,7,198,29,1,0,0,59,312009
0,7,197,32,1,0,1,92,490505
0,7,201,29,1,0,1,78,416638
0,7,200,28,1,0,1,69,369129
